,end,val,accn,fy,fp,form,filed,frame,fact,start
9,2022-01-30,-2914000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-02-01
15,2023-01-29,-3188000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-01-31
0,2010-05-02,3300000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q1,EmployeeBenefitsAndShareBasedCompensation,2010-02-01
1,2010-08-01,1000000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q2,EmployeeBenefitsAndShareBasedCompensation,2010-05-03
0,2012-01-29,45958000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011Q4I,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,
1,2013-02-03,48351000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012Q4I,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,
2,2014-02-02,45663000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013Q4I,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,
3,2015-02-01,52317000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2014Q4I,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,
4,2016-01-31,52481000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015Q4I,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,
5,2017-01-29,62212000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016Q4I,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,
6,2018-01-28,71272000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2017Q4I,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,
7,2019-02-03,78694000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2018Q4I,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,
8,2020-02-02,83444000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2019Q4I,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,
9,2021-01-31,101451000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2020Q4I,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,
10,2022-01-30,137024000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2021Q4I,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,
11,2023-01-29,121600000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022Q4I,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,
0,2012-01-29,3.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2011,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,2011-01-31
0,2016-01-31,30352000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,2015-02-02
2,2017-01-29,24129000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,2016-02-01
5,2018-01-28,16066000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2017,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,2017-01-30
8,2019-02-03,9927000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,2018-01-29
11,2020-02-02,13793000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2019,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,2019-02-04
14,2021-01-31,15700000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,2020-02-03
16,2022-01-30,36400000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,2021-02-01
17,2023-01-29,24800000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,2022-01-31
0,2010-01-31,5981000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,2009-02-02
1,2011-01-30,24762000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,2010-02-01
3,2012-01-29,15078000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,2011-01-31
8,2013-02-03,21477000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,2012-02-01
9,2014-02-02,17940000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,2013-02-04
12,2015-02-01,52798000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,2014-02-03
15,2016-01-31,30352000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2015,EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,2015-02-02
17,2017-01-29,24129000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016,EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,2016-02-01
0,2010-01-31,29600000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009Q4I,EntityWideDisclosureOnGeographicAreasLongLivedAssetsInForeignCountries,
3,2011-01-30,27000000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010Q4I,EntityWideDisclosureOnGeographicAreasLongLivedAssetsInForeignCountries,
10,2012-01-29,24100000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q4I,EntityWideDisclosureOnGeographicAreasLongLivedAssetsInForeignCountries,
16,2013-02-03,42600000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012Q4I,EntityWideDisclosureOnGeographicAreasLongLivedAssetsInForeignCountries,
0,2010-01-31,84200000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,2009-02-02
5,2011-01-30,113700000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,2010-02-01
16,2012-01-29,140100000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011,EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,2011-01-31
24,2013-02-03,166600000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012,EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,2012-01-30
0,2009-02-01,1034000.0,0001193125-11-085046,2010,FY,10-K,2011-03-31,CY2008,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2008-02-04
3,2010-01-31,2131000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2009-02-02
10,2011-01-30,11239000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2010-02-01
19,2012-01-29,8021000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2011-01-31
30,2013-02-03,12683000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2012-02-01
37,2014-02-02,8743000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2013-02-04
46,2015-02-01,26560000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2014-02-03
55,2016-01-31,14494000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2015-02-02
64,2017-01-29,4894000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2016-02-01
67,2019-02-03,0.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2018,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2018-01-29
0,2011-01-30,11239000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,2010-02-01
1,2012-01-29,8021000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,2011-01-31
8,2013-02-03,12683000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,2012-02-01
15,2014-02-02,8743000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,2013-02-04
24,2015-02-01,26560000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,2014-02-03
33,2016-01-31,14494000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,2015-02-02
42,2017-01-29,4894000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,2016-02-01
45,2019-02-03,0.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2018,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,2018-01-29
3,2015-02-01,1321000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2014Q4I,ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,
7,2016-01-31,1171000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2015Q4I,ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,
11,2017-01-29,74000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2016Q4I,ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,
15,2018-01-28,-756000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2017Q4I,ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,
19,2019-02-03,253000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2018Q4I,ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,
23,2020-02-02,7000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2019Q4I,ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,
27,2021-01-31,979000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2020Q4I,ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,
31,2022-01-30,79000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2021Q4I,ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,
32,2023-01-29,900000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022Q4I,ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,
3,2014-02-02,0.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,GainLossOnCashFlowHedgeIneffectivenessNet,2013-02-04
13,2015-02-01,0.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,GainLossOnCashFlowHedgeIneffectivenessNet,2014-02-03
26,2016-01-31,0.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,GainLossOnCashFlowHedgeIneffectivenessNet,2015-02-02
39,2017-01-29,0.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,GainLossOnCashFlowHedgeIneffectivenessNet,2016-02-01
52,2018-01-28,0.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2017,GainLossOnCashFlowHedgeIneffectivenessNet,2017-01-29
60,2019-02-03,0.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,GainLossOnCashFlowHedgeIneffectivenessNet,2018-01-29
64,2020-02-02,0.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2019,GainLossOnCashFlowHedgeIneffectivenessNet,2019-02-04
71,2021-01-31,0.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2020,GainLossOnCashFlowHedgeIneffectivenessNet,2020-02-03
0,2018-07-29,5300000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q2,GainLossOnContractTermination,2018-04-30
1,2018-10-28,1100000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q3,GainLossOnContractTermination,2018-07-30
2,2019-02-03,6800000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4,GainLossOnContractTermination,2018-10-29
0,2009-02-01,12247000.0,0001193125-11-085046,2010,FY,10-K,2011-03-31,CY2008,GainLossOnSaleOfPropertyPlantEquipment,2008-02-04
3,2010-01-31,-2603000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,GainLossOnSaleOfPropertyPlantEquipment,2009-02-02
10,2011-01-30,1139000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,GainLossOnSaleOfPropertyPlantEquipment,2010-02-01
19,2012-01-29,-2040000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011,GainLossOnSaleOfPropertyPlantEquipment,2011-01-31
27,2013-02-03,-2317000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2012,GainLossOnSaleOfPropertyPlantEquipment,2012-01-30
0,2012-01-29,-2880000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,2011-01-31
2,2013-02-03,-8388000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,2012-02-01
8,2014-02-02,-2764000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,2013-02-04
17,2015-02-01,-2410000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,2014-02-03
26,2016-01-31,-4339000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2015,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,2015-02-02
35,2017-01-29,-3806000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,2016-02-01
42,2018-01-28,-1889000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2017,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,2017-01-29
53,2019-02-03,-10209000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,2018-01-29
62,2020-02-02,-1755000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2019,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,2019-02-04
71,2021-01-31,-32365000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,2020-02-03
79,2022-01-30,-1015000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,2021-02-01
85,2023-01-29,-25116000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2022,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,2022-01-31
0,2010-01-31,1900000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,GainLossRelatedToLitigationSettlement,2009-02-02
1,2012-01-29,19301000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q4I,Goodwill,
3,2013-02-03,18951000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q4I,Goodwill,
5,2014-02-02,18946000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2013Q4I,Goodwill,
7,2015-02-01,18740000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2014Q4I,Goodwill,
9,2016-01-31,18703000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2015Q4I,Goodwill,
11,2017-01-29,18680000.0,0001193125-18-102232,2017,FY,10-K,2018-03-29,CY2016Q4I,Goodwill,
17,2018-01-28,18838000.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2017Q4I,Goodwill,
27,2019-02-03,85382000.0,0001193125-20-088937,2019,FY,10-K,2020-03-27,CY2018Q4I,Goodwill,
38,2020-02-02,85343000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2019Q4I,Goodwill,
49,2021-01-31,85446000.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2020Q4I,Goodwill,
50,2021-03-31,85446000.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2021Q1I,Goodwill,
61,2022-01-30,85354000.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021Q4I,Goodwill,
0,2013-02-03,0.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,GoodwillImpairmentLoss,2012-02-01
2,2014-02-02,0.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,GoodwillImpairmentLoss,2013-02-04
5,2015-02-01,0.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,GoodwillImpairmentLoss,2014-02-03
6,2016-01-29,0.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2015,GoodwillImpairmentLoss,2015-02-01
12,2017-01-29,0.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2016,GoodwillImpairmentLoss,2016-02-01
14,2018-01-28,0.0,0001193125-19-097973,2018,FY,10-K,2019-04-04,CY2017,GoodwillImpairmentLoss,2017-01-30
15,2019-02-03,0.0,0001193125-21-100319,2020,FY,10-K,2021-03-30,CY2018,GoodwillImpairmentLoss,2018-01-29
18,2020-02-02,0.0,0001628280-22-007494,2021,FY,10-K,2022-03-28,CY2019,GoodwillImpairmentLoss,2019-02-04
21,2021-01-31,0.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2020,GoodwillImpairmentLoss,2020-02-03
23,2022-01-30,0.0,0001628280-23-009175,2022,FY,10-K,2023-03-24,CY2021,GoodwillImpairmentLoss,2021-02-01
0,2009-02-01,1135172000.0,0001193125-11-085046,2010,FY,10-K,2011-03-31,CY2008,GrossProfit,2008-02-04
6,2010-01-31,1103237000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2009,GrossProfit,2009-02-02
8,2010-05-02,270558000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q1,GrossProfit,2010-02-01
13,2010-08-01,286727000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q2,GrossProfit,2010-05-03
18,2010-10-31,311281000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q3,GrossProfit,2010-08-02
21,2011-01-30,1373859000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2010,GrossProfit,2010-02-01
22,2011-01-30,505293000.0,0001193125-12-140070,2011,FY,10-K,2012-03-29,CY2010Q4,GrossProfit,2010-11-01
26,2011-05-01,295883000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q1,GrossProfit,2011-01-31
32,2011-07-31,308721000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q2,GrossProfit,2011-05-02
38,2011-10-30,331963000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q3,GrossProfit,2011-08-01
41,2012-01-29,1459856000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2011,GrossProfit,2011-01-31
43,2012-01-29,523289000.0,0001193125-13-142309,2012,FY,10-K,2013-04-04,CY2011Q4,GrossProfit,2011-10-31
46,2012-04-29,309266000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q1,GrossProfit,2012-01-30
53,2012-07-29,334480000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q2,GrossProfit,2012-04-30
59,2012-10-28,367998000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q3,GrossProfit,2012-07-30
62,2013-02-03,1592476000.0,0001193125-15-118009,2014,FY,10-K,2015-04-02,CY2012,GrossProfit,2012-02-01
64,2013-02-03,580732000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2012Q4,GrossProfit,2012-10-29
80,2014-02-02,1704216000.0,0001193125-16-525847,2015,FY,10-K,2016-03-31,CY2013,GrossProfit,2013-02-04
81,2014-02-02,595719000.0,0001193125-14-129974,2013,FY,10-K,2014-04-03,CY2013Q4,GrossProfit,2013-11-04
94,2015-02-01,1800504000.0,0001193125-17-104341,2016,FY,10-K,2017-03-30,CY2014,GrossProfit,2014-02-03
